excessvolumewczero,excessvolumewchange,pricechangeeffectivewchange,pricechangeeffectivewczero,,,,,,
0.14,-0.25,0.38,3,,,,,,
-0.4,-0.12,-0.68,-90,,,,,,
-0.02,0,-1.65,-27,,,,,,
0.16,0.06,-5,-33,,,,,,
-0.02,0,-6.33,31,,,,,,
-0.17,0.08,0,23,,,,,,
-0.2,-0.08,-0.47,8,,,,,,
0.2,-0.27,0.35,1,,,,,,
0.15,-0.36,1.75,-2,,,,,,
-0.03,0.08,1.09,-20,,,,,,
-0.07,-0.36,-8.5,0,,,,,,
-0.07,-0.29,-0.05,103,,,,,,
-0.2,0,2139,-190,,,,,,
-0.19,-0.29,-0.03,150,,,,,,
-0.2,-0.06,70,26,,,,,,
0.12,-0.28,-22,93,,,,,,
0.07,-0.03,1.36,-240,,,,,,
-0.22,-0.21,0.38,32,,,,,,
-0.09,-0.22,0.13,37,,,,,,
0.07,0.39,-0.23,126,,,,,,
0.15,-0.2,-1.94,15,,,,,,
-0.08,-0.2,-1,-11,,,,,,
0.01,-0.34,0.41,64,,,,,,
-0.15,-0.21,24,41,,,,,,
-0.14,-0.04,0.79,16,,,,,,
-0.23,0.2,-0.03,5,,,,,,
0.12,0.03,3.08,78,,,,,,
-0.25,0.09,0.62,241,,,,,,
-0.26,0.19,2.38,11,,,,,,
-0.19,-0.37,10,-43,,,,,,
-0.2,-0.2,2.16,-160,,,,,,
0.08,-0.11,-1.2,0,,,,,,
-0.06,-0.29,0.09,320,,,,,,
-0.03,0.02,0.22,9,,,,,,
0,-0.59,13,14,,,,,,
-0.02,1.18,-4.37,12,,,,,,
-0.2,-0.11,-227,27,,,,,,
-0.36,0.26,0.31,84,,,,,,
-0.3,-0.39,-0.02,-30,,,,,,
0.09,-0.42,-0.16,-5,,,,,,
0.2,0.64,-6.97,152,,,,,,
-0.18,-0.35,-24,48,,,,,,
0.08,-0.15,4.95,100,,,,,,
-0.22,-0.01,4.69,46,,,,,,
-0.06,0.31,-18.3,29,,,,,,
0.19,0,1.6,7,,,,,,
0.33,-0.48,98.5,-43,,,,,,
-0.06,0.36,-0.4,-55,,,,,,
-0.36,-0.04,-5.89,3,,,,,,
0.19,0.21,-7,124,,,,,,
0.02,-0.18,-23,25,,,,,,
-0.41,-0.16,1.54,7,,,,,,
0.12,-0.04,-5.03,-460,,,,,,
-0.1,0.18,22.6,17,,,,,,
-0.29,-0.11,-0.77,5,,,,,,
0.01,-0.2,0.14,205,,,,,,
0.37,-0.15,0.34,288,,,,,,
-0.15,-0.24,-1.72,-40,,,,,,
0.13,-0.19,-0.6,-4380,,,,,,
0.36,0.23,26.35,45,,,,,,
0.24,0.59,-3.05,20,,,,,,
-0.02,0.2,-5.05,1,,,,,,
-0.2,-0.07,0.85,5,,,,,,
-0.27,0.07,141,24,,,,,,
-0.05,0.94,220,-179,,,,,,
0,-0.13,0,-80,,,,,,
0.67,-0.09,0.3,545,,,,,,
0.43,0.29,-1.86,1,,,,,,
0.32,-0.28,0.43,22,,,,,,
-0.23,0.11,-0.4,-4,,,,,,
0.2,-0.31,2.6,27,,,,,,
0.15,0.3,-0.03,94,,,,,,
0.31,-0.06,-3.22,35,,,,,,
0.18,0.29,-0.07,1,,,,,,
-0.04,0.15,1.6,9,,,,,,
-0.24,-0.12,-0.2,90,,,,,,
0.11,0.28,1.57,24,,,,,,
-0.01,0.24,-2.38,2,,,,,,
0.23,-0.33,-0.13,103,,,,,,
0.13,-0.11,23.5,64,,,,,,
-0.11,-0.29,0.01,-215,,,,,,
-0.19,-0.36,0.85,-6,,,,,,
-0.13,0.03,0.4,9,,,,,,
0.27,0.04,-10.35,99,,,,,,
0.08,-0.24,-4,0.5,,,,,,
-0.27,-0.12,1.32,-0.24,,,,,,
-0.11,-0.24,0.02,0.3,,,,,,
0.48,-0.1,-0.27,1.9,,,,,,
-0.05,-0.29,-1.75,-0.41,,,,,,
-0.15,-0.29,-0.09,0.06,,,,,,
0.07,0,0.65,-2.35,,,,,,
0.18,-0.21,2.43,-0.98,,,,,,
-0.38,0.38,-0.61,-0.04,,,,,,
-0.24,-0.03,1.75,0.88,,,,,,
-0.19,0.13,0.4,0.3,,,,,,
0.04,-0.26,-0.4,0.75,,,,,,
-0.2,-0.2,-0.63,7.9,,,,,,
-0.07,0.31,0.88,3.95,,,,,,
-0.1,-0.29,1.45,1.5,,,,,,
0.02,0.24,35.35,-1.25,,,,,,
-0.19,-0.29,-3.77,-2.5,,,,,,
-0.13,0.24,-0.06,0.6,,,,,,
-0.16,0.62,2.87,-0.04,,,,,,
-0.31,-0.31,13.5,-2.5,,,,,,
-0.12,0.28,-33.85,7.25,,,,,,
0.06,0.15,0.03,4.8,,,,,,
0.02,-0.24,-0.6,0,,,,,,
0.06,-0.27,-2.5,-1.7,,,,,,
0.24,0.19,-0.37,15.32,,,,,,
1.09,-0.23,4,2.4,,,,,,
-0.26,-0.16,5.25,0.05,,,,,,
-0.35,-0.1,0.32,1.25,,,,,,
-0.01,-0.18,1.7,1.84,,,,,,
-0.41,-0.08,-1.11,0.08,,,,,,
0.09,-0.23,-0.94,-8.8,,,,,,
-0.3,0.15,-69,-3.5,,,,,,
0.22,-0.33,1.76,1.04,,,,,,
-0.31,-0.29,1.04,3.25,,,,,,
-0.32,-0.32,-0.06,1.75,,,,,,
-0.33,-0.21,1.08,8,,,,,,
-0.34,-0.05,-1.12,2.75,,,,,,
0.2,-0.17,-250,15.5,,,,,,
0.06,-0.17,42,-0.2,,,,,,
-0.01,-0.2,1.43,3,,,,,,
0.05,0.11,-1.89,-0.12,,,,,,
-0.03,-0.13,-2.8,0.07,,,,,,
0.92,-0.12,0.4,0.01,,,,,,
-0.39,-0.04,-2.55,-0.01,,,,,,
-0.35,0.58,-0.65,0.02,,,,,,
-0.43,-0.23,-1.2,0.05,,,,,,
0.24,-0.03,-2.45,0.13,,,,,,
-0.26,0.67,28.1,0.35,,,,,,
0.23,0.22,-4,-0.01,,,,,,
0.69,-0.24,-0.3,-0.21,,,,,,
0.31,-0.53,-0.5,0.02,,,,,,
1.04,0.06,-0.35,-1.16,,,,,,
0.07,-0.24,-2.6,-16,,,,,,
0.15,0.06,-0.73,-15,,,,,,
-0.3,0.3,-20.5,-3.2,,,,,,
-0.18,-0.04,1.2,2.4,,,,,,
0.11,-0.19,-2.61,-1.9,,,,,,
0.87,-0.09,-70.96,0,,,,,,
0.45,-0.03,2.1,2.7,,,,,,
0.14,-0.04,0.41,1.5,,,,,,
-0.11,0.02,0.04,-2.25,,,,,,
-0.21,-0.02,3.43,-1.25,,,,,,
-0.21,0.16,1.15,-0.5,,,,,,
-0.16,0.07,0.6,-0.3,,,,,,
0.46,-0.22,0.22,-3.5,,,,,,
-0.31,-0.03,-69,0.9,,,,,,
-0.11,0.06,-4.63,-1.4,,,,,,
-0.1,0.32,2.57,-6.5,,,,,,
-0.53,0.63,-20.2,-2,,,,,,
-0.4,0.43,-1.36,-1.25,,,,,,
0.88,0.17,-2.95,7.6,,,,,,
-0.16,-0.22,0.26,-4.5,,,,,,
-0.11,0.15,0.33,-2.4,,,,,,
-0.09,-0.07,-0.08,4.5,,,,,,
-0.01,0,-4.15,-0.3,,,,,,
-0.08,-0.47,4.65,-1.1,,,,,,
-0.06,-0.21,1.22,-2.3,,,,,,
-0.45,0.11,-0.25,5.5,,,,,,
0.36,-0.04,0.64,59.1,,,,,,
0.11,-0.47,0.14,-1.75,,,,,,
-0.3,-0.15,-0.11,0,,,,,,
-0.12,0.42,-1.15,7.25,,,,,,
-0.3,-0.09,-65.5,0.8,,,,,,
-0.04,-0.49,0.19,0,,,,,,
0.06,-0.25,3.3,-2.5,,,,,,
-0.01,1.07,-1.03,8.3,,,,,,
-0.03,-0.28,0.15,-1.25,,,,,,
0.04,0.1,0.95,-2.5,,,,,,
0.01,-0.15,276,-19.3,,,,,,
0.18,-0.17,0.6,-1.75,,,,,,
-0.3,0.33,-1.32,2.05,,,,,,
-0.13,-0.26,2.02,1.75,,,,,,
-0.2,0.28,1.02,0.8,,,,,,
0.01,-0.55,-0.22,-0.25,,,,,,
-0.29,1.83,0.02,-19,,,,,,
-0.29,-0.19,0.47,-9.1,,,,,,
-0.28,-0.03,2.17,-1,,,,,,
0.68,0.06,-0.73,-3.55,,,,,,
-0.47,-0.17,0.6,0.9,,,,,,
0.18,0.33,0.99,-25.8,,,,,,
-0.36,-0.12,0.43,0.1,,,,,,
-0.09,0.52,-0.09,-8,,,,,,
0.19,-0.21,8.5,0.85,,,,,,
0.03,-0.01,0.08,0.45,,,,,,
0.11,-0.17,1.52,-3.3,,,,,,
-0.02,-0.25,-5.25,3.1,,,,,,
0.26,-0.11,0.55,-17,,,,,,
-0.12,0.06,0.66,-1.5,,,,,,
-0.23,-0.08,-2.89,3,,,,,,
0.77,-0.15,-0.15,0.03,,,,,,
0.08,0.53,0.27,-0.03,,,,,,
-0.1,0.05,2.06,-0.01,,,,,,
-0.43,0.93,0.29,-0.03,,,,,,
-0.43,-0.06,0.94,0.02,,,,,,
-0.36,0.44,-137,-0.03,,,,,,
-0.44,-0.21,-0.28,0.04,,,,,,
-0.16,-0.08,-245,-0.05,,,,,,
-0.63,0.21,-267,0.01,,,,,,
-0.37,-0.27,0.64,0.01,,,,,,
-0.33,-0.28,0.67,-0.04,,,,,,
0.11,-0.09,-0.91,-0.05,,,,,,
-0.08,-0.13,-0.75,-0.01,,,,,,
-0.26,-0.05,-1.2,-0.07,,,,,,
-0.6,-0.36,0.31,0.01,,,,,,
-0.54,-0.64,-8,0.01,,,,,,
-0.43,0.22,0.18,0.01,,,,,,
0.19,-0.31,-0.01,-0.03,,,,,,
-0.11,-0.1,0.01,-0.03,,,,,,
-0.15,0.22,-2.44,-0.01,,,,,,
-0.24,0.03,0.59,3.3,,,,,,
-0.2,-0.13,136,0.16,,,,,,
0.3,-0.31,-1.17,2.93,,,,,,
-0.36,-0.11,-0.26,-0.25,,,,,,
-0.12,0,4.52,-0.39,,,,,,
0.91,-0.24,1.83,-16.4,,,,,,
0.01,0.13,22,-0.64,,,,,,
-0.29,-0.12,0.65,-0.46,,,,,,
0.17,0.15,0.8,-0.06,,,,,,
-0.07,0.07,-8.2,2.66,,,,,,
0.49,0.28,279,-1.01,,,,,,
0.48,1.02,-0.05,-2.89,,,,,,
0.1,-0.27,-4.1,-1.25,,,,,,
1.71,-0.21,-3,-2.18,,,,,,
0.35,-0.29,-1.33,-1.81,,,,,,
-0.31,-0.08,4.64,-0.7,,,,,,
-0.05,-0.24,4.89,0.66,,,,,,
0.75,-0.17,-1.87,4.4,,,,,,
0.01,0.36,-4.21,2.14,,,,,,
-0.06,-0.38,-1.3,-2.16,,,,,,
-0.32,0.05,-85,1.9,,,,,,
0.01,0.99,-1.11,0.65,,,,,,
0.13,0.11,0.15,0.25,,,,,,
0.09,0.07,-0.23,-0.85,,,,,,
-0.27,0.04,1.25,-0.23,,,,,,
0.26,-0.49,1220,-0.02,,,,,,
0.14,-0.29,0.39,-1.95,,,,,,
0.52,-0.32,1.78,-0.3,,,,,,
0.05,0.59,0.5,-1.1,,,,,,
-0.11,-0.43,-0.47,-0.1,,,,,,
0.4,0.65,0.25,-0.36,,,,,,
-0.41,-0.37,0.09,-0.02,,,,,,
-0.32,-0.22,120,0.51,,,,,,
-0.13,0.19,-0.54,2,,,,,,
-0.16,-0.48,0.5,1.25,,,,,,
0.02,0.19,-5.07,-1.34,,,,,,
0.03,-0.25,2.1,-11.65,,,,,,
-0.37,-0.11,-0.8,1.98,,,,,,
-0.15,-0.1,-1.86,0.82,,,,,,
-0.16,-0.32,0.28,0.05,,,,,,
-0.23,-0.21,-0.57,-1.35,,,,,,
-0.19,-0.06,1.54,1.05,,,,,,
-0.16,-0.32,0.27,0.43,,,,,,
0.03,0.01,-38,1.25,,,,,,
-0.05,-0.22,-88,2.09,,,,,,
-0.04,-0.21,0.38,0.18,,,,,,
0.44,-0.39,0.07,-0.75,,,,,,
-0.02,-0.36,0.69,4.7,,,,,,
0.09,0.49,-0.52,-0.42,,,,,,
0.36,0.9,-53.5,1.06,,,,,,
1.25,-0.09,-1.52,6.72,,,,,,
0.02,-0.03,-0.01,-1.42,,,,,,
-0.08,-0.29,-0.05,1.25,,,,,,
-0.15,-0.17,1.07,0.58,,,,,,
-0.03,0.02,0.19,-0.45,,,,,,
0.23,0.65,-0.69,0.1,,,,,,
-0.05,-0.47,-1.3,-6.53,,,,,,
0.32,-0.16,-0.9,0.76,,,,,,
-0.13,-0.23,-0.09,1.72,,,,,,
0.38,-0.17,-0.55,1.88,,,,,,
0.34,0.13,3.59,6.4,,,,,,
-0.03,-0.03,2.96,-1.44,,,,,,
0.01,0.01,0,0.55,,,,,,
0.4,0.12,0.8,0.4,,,,,,
0.28,-0.19,-0.82,-0.04,,,,,,
-0.21,-0.14,1,-0.65,,,,,,
0.45,0.02,-1.15,13.8,,,,,,
-0.08,0.07,1.94,3.05,,,,,,
-0.29,0.99,2.1,-0.26,,,,,,
-0.31,0.61,1.38,0.16,,,,,,
-0.27,1.37,-3.41,0.14,,,,,,
0.18,-0.03,0.59,-27.81,,,,,,
1.17,-0.18,-2.4,2.6,,,,,,
0.04,1.6,-0.69,1.2,,,,,,
0.2,-0.17,0,-0.81,,,,,,
-0.17,-0.13,2.6,2.32,,,,,,
0.12,0.47,-2.47,0.2,,,,,,
-0.25,-0.26,0.56,-0.74,,,,,,
-0.44,-0.08,-1.19,-0.85,,,,,,
-0.07,-0.39,1.31,3.55,,,,,,
0.1,-0.17,-0.3,-0.53,,,,,,
0.21,-0.12,-79,-1.3,,,,,,
-0.24,0.94,0.36,1,,,,,,
0.01,-0.11,-3.68,-7.02,,,,,,
-0.23,-0.37,57,-0.19,,,,,,
-0.22,0.07,0,-1.74,,,,,,
-0.05,-0.59,-0.1,0.01,,,,,,
-0.32,-0.27,1.21,1.99,,,,,,
0.07,-0.04,1.56,-0.54,,,,,,
-0.09,-0.34,0.15,-0.64,,,,,,
-0.29,0.25,0.59,0.6,,,,,,
-0.33,-0.22,0.07,0.28,,,,,,
0.16,-0.32,-0.24,6.34,,,,,,
-0.23,-0.05,-6.45,0.28,,,,,,
0.31,-0.19,-2.3,-0.5,,,,,,
0.24,-0.14,0.99,2.74,,,,,,
-0.23,0.21,6.7,1.04,,,,,,
-0.16,-0.09,-0.04,-0.13,,,,,,
-0.08,0.05,1.77,-1.3,,,,,,
-0.2,-0.22,1.8,0.5,,,,,,
0.6,0.82,0.25,1.65,,,,,,
0.22,-0.05,-1.66,-3.03,,,,,,
0.86,-0.1,-0.12,23.54,,,,,,
-0.17,-0.01,-0.27,-0.09,,,,,,
-0.01,-0.23,1,-0.06,,,,,,
0.17,-0.08,-2.28,5.63,,,,,,
-0.05,-0.22,1.5,0.3,,,,,,
0.28,-0.14,-3.36,-0.05,,,,,,
-0.28,0.2,-4.4,-0.06,,,,,,
0.21,-0.17,-1.05,8.48,,,,,,
0.1,-0.25,-0.69,1.02,,,,,,
-0.23,0.04,-0.54,-2.33,,,,,,
-0.34,0.21,-24.85,-3.32,,,,,,
0.66,-0.48,0.07,2.2,,,,,,
-0.02,0.03,1.25,-0.1,,,,,,
-0.21,-0.21,0.04,-2.45,,,,,,
0.5,0.14,0,-0.49,,,,,,
0.28,1.11,1.86,0.01,,,,,,
-0.12,0.4,13.2,0.92,,,,,,
-0.09,0.03,1.65,-0.57,,,,,,
-0.16,0,0.24,1.15,,,,,,
-0.09,-0.25,-6.7,0.51,,,,,,
-0.08,0.26,-0.35,8.36,,,,,,
0.25,0,-9,0.46,,,,,,
-0.39,0.64,22.05,1.3,,,,,,
1.1,0.07,11,2.65,,,,,,
-0.29,-0.63,0.07,-1.75,,,,,,
-0.33,0.06,0.35,0.52,,,,,,
0.06,0.86,-0.03,2.22,,,,,,
0.19,0.13,-4.76,0.53,,,,,,
0.2,0.37,0.73,2.36,,,,,,
-0.16,-0.22,0.19,-4.8,,,,,,
-0.14,-0.32,-0.47,-0.2,,,,,,
0.09,-0.39,0.71,-1.45,,,,,,
0.06,-0.18,-10.3,-0.49,,,,,,
-0.07,-0.36,-0.45,2.53,,,,,,
0.29,0.26,-0.4,1.89,,,,,,
-0.08,-0.44,0.09,1.4,,,,,,
-0.08,0.54,2.51,0.02,,,,,,
-0.19,-0.46,0.05,-0.92,,,,,,
0.53,0.14,40.7,0.69,,,,,,
0.08,0.68,-22,0.37,,,,,,
-0.08,-0.14,-0.58,0.21,,,,,,
-0.33,-0.28,2.22,-0.15,,,,,,
-0.1,-0.48,0.07,1.37,,,,,,
-0.18,0.12,-4.7,1.35,,,,,,
0.65,0.12,-1.93,1.28,,,,,,
0.22,-0.31,0.45,-2.38,,,,,,
0.15,0.13,89,-2.08,,,,,,
-0.01,0.12,0.93,0.65,,,,,,
0.2,-0.3,1.03,0.95,,,,,,
-0.36,-0.28,0.1,0.35,,,,,,
0.09,0,-2.05,2.8,,,,,,
0.1,-0.03,-450,-2.74,,,,,,
0.4,0.4,1.26,-5.42,,,,,,
0.01,-0.49,0,3.2,,,,,,
-0.09,0.02,8,2.48,,,,,,
-0.19,0.13,34.9,0.35,,,,,,
-0.22,-0.24,-0.73,0.8,,,,,,
-0.17,0.11,13.5,0.1,,,,,,
0.19,-0.07,0.97,0.14,,,,,,
-0.26,0.17,9.73,-0.28,,,,,,
0.7,0.9,0.03,0.3,,,,,,
0.05,-0.11,9.8,-0.35,,,,,,
-0.37,0.67,-3.25,0.91,,,,,,
-0.1,-0.03,11.56,3,,,,,,
-0.09,-0.14,-1.09,2.75,,,,,,
0.13,-0.03,-1.5,-0.97,,,,,,
1.1,-0.11,2.55,-0.59,,,,,,
-0.19,0.58,1.41,0.06,,,,,,
-0.29,-0.02,-0.07,1.46,,,,,,
-0.32,-0.12,-3.41,-0.51,,,,,,
1.59,-0.26,-0.95,-0.41,,,,,,
0.01,0.08,180,-2.16,,,,,,
-0.18,-0.2,2.75,-3.03,,,,,,
-0.19,-0.07,-0.85,0.35,,,,,,
-0.08,-0.25,0.06,3.22,,,,,,
0.08,-0.36,-0.36,1.85,,,,,,
-0.14,-0.33,1.54,0.11,,,,,,
-0.05,0.17,0.6,-1.45,,,,,,
-0.39,-0.06,-0.27,1.01,,,,,,
-0.17,0.18,1.9,2.82,,,,,,
-0.29,-0.06,-1.32,1.29,,,,,,
-0.25,-0.18,0.07,1.4,,,,,,
0.26,-0.53,-2.25,0.89,,,,,,
0.03,-0.02,1.5,-1.03,,,,,,
0.47,0.17,0.8,-5.9,,,,,,
-0.31,-0.17,0.39,1.62,,,,,,
-0.25,-0.13,-4.3,0.15,,,,,,
-0.36,0.24,0.5,-0.95,,,,,,
-0.15,0.1,0.69,1,,,,,,
0.29,-0.4,0.95,-2.44,,,,,,
-0.11,-0.35,1.2,3.11,,,,,,
0.28,-0.19,1.35,0.73,,,,,,
-0.06,-0.27,5.24,1.42,,,,,,
-0.1,0.19,1.75,-1.44,,,,,,
0.03,0,-6.68,0.77,,,,,,
0.28,0.06,2.16,2.07,,,,,,
-0.22,-0.23,0.71,-0.12,,,,,,
0.26,-0.13,0.73,0.82,,,,,,
-0.09,-0.35,-2.5,-1.86,,,,,,
-0.2,-0.18,2.21,0.6,,,,,,
0.96,-0.37,1.17,-2.31,,,,,,
-0.11,-0.24,-0.56,0.04,,,,,,
0.08,0.15,1.43,0.45,,,,,,
-0.08,-0.24,-0.9,-0.23,,,,,,
-0.01,-0.21,0.65,-0.16,,,,,,
-0.08,-0.05,4.58,2.74,,,,,,
-0.41,-0.01,0.93,-0.99,,,,,,
-0.04,0.17,1.19,7.69,,,,,,
-0.25,-0.71,0.06,-0.5,,,,,,
-0.23,-0.01,0.02,-2.08,,,,,,
-0.37,-0.36,0.55,-0.7,,,,,,
-0.04,-0.32,-1.53,-0.49,,,,,,
-0.35,0.8,0.47,2.2,,,,,,
0.05,-0.16,-3.7,1.68,,,,,,
0.13,-0.35,1.07,-0.73,,,,,,
0.22,-0.21,2.29,-0.18,,,,,,
0.78,0.25,0.72,-0.75,,,,,,
0.66,-0.11,-0.29,-0.56,,,,,,
0.3,-0.33,-2.97,-1.45,,,,,,
0.21,0.21,-0.65,2.1,,,,,,
-0.21,-0.4,2.55,1.15,,,,,,
0,0.05,0.57,1.34,,,,,,
0.28,-0.3,-18.5,0.2,,,,,,
0.18,-0.1,0.28,1.57,,,,,,
-0.14,-0.44,0.69,0.21,,,,,,
-0.15,-0.19,-1.6,-12.05,,,,,,
-0.22,-0.06,1.86,-3.55,,,,,,
-0.26,-0.31,0.16,-0.19,,,,,,
0.38,-0.03,-1.34,2.35,,,,,,
0.34,-0.04,0.05,0.45,,,,,,
-0.44,-0.09,-0.43,1.25,,,,,,
-0.15,-0.25,110,1.86,,,,,,
-0.13,-0.39,11.45,-0.17,,,,,,
-0.34,-0.32,-0.14,0.03,,,,,,
-0.31,-0.25,1.31,0.16,,,,,,
-0.44,-0.26,-0.23,-1.21,,,,,,
0.08,-0.33,0.79,0.8,,,,,,
0.54,0.03,-0.98,-2.25,,,,,,
0.04,0.12,2.8,0.87,,,,,,
-0.25,-0.14,2.05,-0.99,,,,,,
-0.14,-0.08,-1.68,-0.44,,,,,,
-0.08,-0.18,0.85,-0.6,,,,,,
0.31,0.22,-1.83,-2.7,,,,,,
0.06,-0.24,-1.03,0.34,,,,,,
-0.18,0.01,0.1,0.71,,,,,,
0.29,-0.27,-0.53,-0.23,,,,,,
-0.24,-0.07,-140,0.95,,,,,,
-0.1,0.09,1.2,-1.36,,,,,,
-0.21,-0.18,1.1,0.66,,,,,,
-0.13,-0.16,1.47,1.05,,,,,,
-0.23,-0.16,-2.38,0.35,,,,,,
-0.24,-0.2,-7.04,-0.11,,,,,,
-0.03,-0.25,-0.89,-2.48,,,,,,
-0.19,-0.13,0.27,-0.58,,,,,,
0.02,-0.2,0.84,3.04,,,,,,
-0.43,-0.1,-1.77,7.3,,,,,,
-0.24,3.89,0,-0.56,,,,,,
-0.1,0.25,0.81,0.66,,,,,,
-0.04,0.11,1.75,-0.82,,,,,,
0.16,0,-2.84,-1.8,,,,,,
-0.43,0.21,-0.7,0.1,,,,,,
-0.08,0.31,0.48,-0.2,,,,,,
-0.29,-0.21,-0.36,-1.1,,,,,,
-0.22,0.27,-8.69,3.4,,,,,,
0.15,-0.09,2.49,-0.56,,,,,,
0.07,-0.17,-0.21,1.33,,,,,,
-0.15,-0.24,0.01,-0.1,,,,,,
-0.15,-0.26,1.65,-0.15,,,,,,
-0.24,0.13,12.3,0.9,,,,,,
-0.11,-0.04,-2.1,-0.9,,,,,,
-0.24,-0.21,-1.96,-0.68,,,,,,
0.4,0.45,1.65,-0.89,,,,,,
-0.23,0.27,2.19,0.3,,,,,,
-0.11,-0.47,-0.05,-0.3,,,,,,
-0.2,-0.31,-1.45,1.6,,,,,,
-0.01,0.02,-0.97,-0.94,,,,,,
-0.18,-0.22,-4.7,0.85,,,,,,
-0.02,-0.16,-4.72,-1.55,,,,,,
-0.44,-0.11,15,4.65,,,,,,
0.51,-0.27,0.87,1.9,,,,,,
-0.35,-0.07,-0.4,0.81,,,,,,
-0.23,0.17,-4.61,3.95,,,,,,
-0.05,0.9,188,0.05,,,,,,
-0.24,-0.3,-0.21,0.62,,,,,,
0.31,0.67,0.1,-0.17,,,,,,
0.79,-0.26,0.3,-14.43,,,,,,
0.19,0.11,7.04,0.39,,,,,,
-0.15,0.03,2,-1.1,,,,,,
-0.23,-0.15,0.45,0.18,,,,,,
0.7,-0.06,105,1.3,,,,,,
0.23,-0.04,-0.38,6.84,,,,,,
-0.21,2.93,67.25,0.4,,,,,,
-0.46,-0.01,0.85,-0.12,,,,,,
-0.28,-0.28,-0.9,-0.53,,,,,,
-0.11,0.72,0.7,-0.74,,,,,,
-0.08,-0.04,2.95,-0.65,,,,,,
-0.38,-0.13,3.38,1.52,,,,,,
0.16,-0.03,-0.1,0.65,,,,,,
-0.24,0.21,-1.15,-0.2,,,,,,
0.19,0.58,1.25,1.4,,,,,,
-0.25,-0.01,-3.96,4.45,,,,,,
0.01,-0.25,2000,0.69,,,,,,
-0.02,0.46,-0.73,0.15,,,,,,
-0.02,-0.19,0.08,-286.26,,,,,,
0.55,-0.12,0,2.18,,,,,,
0.12,-0.09,-0.67,0.56,,,,,,
0.6,0.1,0.99,1,,,,,,
0.06,0.04,2.6,-2.65,,,,,,
-0.14,-0.06,-0.3,0.75,,,,,,
-0.26,0.02,-0.02,0.88,,,,,,
-0.29,-0.03,1.83,-0.63,,,,,,
0.2,0.08,0.65,-4.16,,,,,,
-0.1,-0.36,0.65,0.3,,,,,,
0.26,-0.03,-0.09,-1.67,,,,,,
-0.2,0.38,2.03,-0.2,,,,,,
0.47,0.26,-0.83,-0.05,,,,,,
-0.21,-0.13,-2,-0.21,,,,,,
-0.26,-0.09,2.48,-0.15,,,,,,
0.11,-0.13,-2.18,-0.05,,,,,,
0.44,0.1,10.16,-21.5,,,,,,
0.13,-0.43,-0.54,-0.28,,,,,,
0.08,-0.39,4.97,1.91,,,,,,
-0.01,-0.41,-0.02,-0.1,,,,,,
-0.09,-0.08,1.12,2.3,,,,,,
-0.25,-0.07,-0.2,0.03,,,,,,
-0.33,0.07,0.82,-0.2,,,,,,
-0.22,-0.23,2.65,-0.75,,,,,,
-0.31,-0.21,-0.88,0.93,,,,,,
0.08,0.32,-20.4,1.49,,,,,,
0.11,-0.27,0.25,-0.14,,,,,,
0.23,-0.26,-3.39,1.27,,,,,,
0,0.17,1.4,-0.64,,,,,,
0.7,0.45,1.49,-5.8,,,,,,
0.09,-0.24,296,-0.22,,,,,,
0.72,-0.03,-0.15,0.3,,,,,,
0.11,-0.2,0.67,0.5,,,,,,
-0.33,-0.18,-3.02,0.4,,,,,,
-0.38,0.75,-0.2,-0.04,,,,,,
0.08,-0.13,138,-1.68,,,,,,
-0.08,0.2,-0.05,1.35,,,,,,
0.02,-0.12,0.88,-2.51,,,,,,
-0.15,0.03,-0.55,3.16,,,,,,
-0.31,-0.15,-2.33,0.7,,,,,,
-0.3,-0.2,-1.12,-0.1,,,,,,
-0.1,-0.12,-1.87,0.33,,,,,,
0.09,0.3,-1.09,0.85,,,,,,
0.23,-0.19,0.77,-0.31,,,,,,
-0.28,1.2,-0.57,0.9,,,,,,
-0.26,-0.05,0.42,0.1,,,,,,
-0.05,0.34,0.65,0.93,,,,,,
-0.09,0.18,1.1,-1.61,,,,,,
-0.3,-0.19,0.02,-0.4,,,,,,
0.33,-0.41,-4.92,-0.3,,,,,,
0.05,0.36,-49,-0.34,,,,,,
0.11,0.38,-16.38,-0.81,,,,,,
-0.23,-0.14,1.1,-0.6,,,,,,
-0.37,-0.11,6.54,4,,,,,,
-0.33,-0.1,-2.26,0.4,,,,,,
-0.25,0.09,0.07,-0.49,,,,,,
0.14,0.19,-0.03,-4.6,,,,,,
-0.11,-0.39,0.17,2.15,,,,,,
-0.34,0.44,2.33,-0.85,,,,,,
0.04,-0.21,0.16,0.2,,,,,,
-0.16,-0.14,-2.18,-1.61,,,,,,
-0.14,0.16,1.53,-0.25,,,,,,
0.33,0.25,0.27,0.2,,,,,,
-0.42,0.38,-2.15,-1.84,,,,,,
-0.12,-0.14,0.69,-0.33,,,,,,
-0.33,-0.01,0.21,-0.31,,,,,,
-0.03,-0.28,0.58,0.06,,,,,,
-0.13,-0.03,-0.01,2.23,,,,,,
0.01,-0.24,-0.23,6.75,,,,,,
0.17,0.52,-0.19,3.05,,,,,,
-0.38,-0.25,-0.21,0.15,,,,,,
-0.01,-0.08,-0.75,-0.99,,,,,,
2.03,0.31,-0.4,1.52,,,,,,
0.09,0.1,1.55,1.81,,,,,,
0.83,-0.06,2.5,-0.03,,,,,,
