country,marketclass,pro_forma_gics_industry_group_name,weightchange,excessvolume,pricechangeeffective
USA,DM,Diversified Financials,-0.000188,0.004739898,-0.36
CANADA,DM,Software & Services,-0.000188,-0.375273856,-0.42
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000189,-0.445121258,5.6
USA,DM,Automobiles & Components,-0.00019,0.061776068,-0.31
USA,DM,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000192,-0.084335678,0.04
USA,DM,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000192,-0.026361486,0.36
USA,DM,Food Beverage & Tobacco,-0.000192,0.030969613,-0.49
USA,DMSC,Materials,-0.000192,-0.060039159,1
USA,DM,Retailing,-0.000193,0.155504752,-0.6
USA,DM,Retailing,-0.000195,0.130892692,-1.81
CANADA,DM,Retailing,-0.000195,-0.293692856,-3.61
JAPAN,DM,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000198,-0.032982804,29
TAIWAN,EMSC,Materials,-0.000198,-0.630444788,0.15
FRANCE,DMSC,Media,-0.000199,0.129737086,-0.33
NETHERLANDS,DM,Capital Goods,-0.000199,-0.140615147,1.875
USA,DM,Insurance,-0.0002,-0.158181236,-0.31
USA,DMSC,Retailing,-0.0002,-0.421281948,0.41
SOUTH AFRICA,EMSC,Materials,-0.000203,-0.21073088,-4
USA,DM,Health Care Equipment & Services,-0.000204,0.026711845,0.28
CHINA,EM,Real Estate,-0.000205,0.390036315,-1.54
USA,DM,Banks,-0.000209,0.14426738,0.29
USA,DMSC,Real Estate,-0.000211,-0.167097523,0.3
USA,DMSC,Software & Services,-0.000211,-0.054442659,-3.75
USA,DMSC,Consumer Services,-0.000212,-0.074294647,0.45
USA,DM,Capital Goods,-0.000213,-0.066907119,-0.45
USA,DMSC,Consumer Services,-0.000214,0.563182542,-6.28
USA,DM,Software & Services,-0.000215,-0.111121394,-1.05
TAIWAN,EMSC,Materials,-0.000216,-0.314224195,-0.8
USA,DMSC,Transportation,-0.000216,0.387831409,2.14
INDIA,EMSC,Capital Goods,-0.000217,-0.1834334,27.4
SPAIN,DM,Capital Goods,-0.000218,-0.044401633,-0.45
PHILIPPINES,EMSC,Real Estate,-0.000219,0.471933287,-0.38
USA,DM,Media,-0.00022,0.222922805,-0.38
USA,DMSC,Diversified Financials,-0.000222,-0.11841541,-1.59
USA,DM,Diversified Financials,-0.000225,0.16843533,1.57
USA,DMSC,Consumer Services,-0.000225,-0.41863629,-1.64
USA,DM,Media,-0.000227,0.040222383,-0.44
USA,DMSC,Software & Services,-0.000229,-0.383278094,-1.49
USA,DMSC,Semiconductors & Semiconductor Equipment,-0.000231,-0.16684067,-1.355
UNITED KINGDOM,DMSC,Food Beverage & Tobacco,-0.000234,0.176623173,-6.5
USA,DMSC,Materials,-0.000238,-0.203148999,-0.9
CANADA,DMSC,Food Beverage & Tobacco,-0.00024,-0.375670794,-0.53
USA,DM,Insurance,-0.000241,-0.037159844,4.07
USA,DMSC,Consumer Services,-0.000242,-0.03235056,1.69
USA,DM,Transportation,-0.000242,-0.045066634,-0.14
USA,DM,Technology Hardware & Equipment,-0.000243,-0.08704509,-0.04
USA,DM,Capital Goods,-0.000243,-0.227077098,-0.79
MEXICO,EM,Materials,-0.000244,-0.238772911,2.22
USA,DMSC,Capital Goods,-0.000244,0.181200029,3.5
USA,DMSC,Health Care Equipment & Services,-0.000247,-0.068969572,0.91
USA,DM,Real Estate,-0.000247,0.073433907,-10.65
SINGAPORE,DMSC,Transportation,-0.000248,0.054367136,0.075
FRANCE,DMSC,Commercial & Professional Services,-0.00025,0.832368363,-0.93
USA,DM,Diversified Financials,-0.000253,0.054489024,5.34
USA,DMSC,Technology Hardware & Equipment,-0.000253,-0.275166307,-0.36
USA,DM,Materials,-0.000259,-0.165043146,-2.15
USA,DMSC,Media,-0.000259,-0.098805423,-0.06
USA,DM,Consumer Services,-0.00026,-0.107245831,-5.9
USA,DM,Materials,-0.000261,-0.21052273,0.76
USA,DM,Insurance,-0.000263,-0.075153984,-2.62
USA,DM,Diversified Financials,-0.000266,-0.024450484,1.83
USA,DM,Transportation,-0.00027,-0.139971691,-2.58
USA,DM,Software & Services,-0.000276,-0.098916542,-0.23
USA,DM,Software & Services,-0.000277,0.026634123,-2.25
USA,DM,Banks,-0.000277,0.00918203,0.53
USA,DMSC,Commercial & Professional Services,-0.000278,0.119365015,0.23
USA,DMSC,Real Estate,-0.000281,0.014906182,-0.17
USA,DM,Food Beverage & Tobacco,-0.000282,-0.187114208,-4.18
NETHERLANDS,DM,Commercial & Professional Services,-0.000287,0.082709384,-0.095
USA,DM,Health Care Equipment & Services,-0.000288,-0.19830259,-0.99
USA,DMSC,Utilities,-0.000298,-0.234639205,-0.15
USA,DMSC,Consumer Durables & Apparel,-0.000298,-0.187980577,0.93
USA,DM,Retailing,-0.000299,0.37719484,13.42
CHINA,EM,Retailing,-0.000299,0.449553357,0.53
JAPAN,DM,Banks,-0.000301,-0.048956646,48
USA,DM,Food Beverage & Tobacco,-0.000302,0.912013353,-2.75
NETHERLANDS,DM,Capital Goods,-0.000302,0.057245306,0.6
USA,DM,Software & Services,-0.000307,0.482266295,-4.44
USA,DMSC,Food Beverage & Tobacco,-0.000307,0.408844752,1.5
USA,DM,Health Care Equipment & Services,-0.000308,0.274553439,0.38
USA,DM,Software & Services,-0.000318,0.066864081,2.34
USA,DMSC,Consumer Durables & Apparel,-0.000318,-0.25490754,0.95
UNITED KINGDOM,DMSC,Retailing,-0.00032,0.115873175,7
USA,DMSC,Capital Goods,-0.000335,-0.28713128,1.35
USA,DMSC,Household & Personal Products,-0.000346,-0.397254077,2.82
USA,DMSC,Diversified Financials,-0.000352,-0.281633895,0.45
JAPAN,DMSC,Household & Personal Products,-0.000353,0.048466661,-140
USA,DMSC,Automobiles & Components,-0.000353,-0.218261129,3.29
USA,DMSC,Consumer Services,-0.000358,0.03657657,-0.22
USA,DM,Consumer Services,-0.000359,-0.078792496,-3.74
USA,DM,Automobiles & Components,-0.00036,0.111537787,2.11
CANADA,DMSC,Real Estate,-0.000361,-0.320820052,-0.27
USA,DMSC,Retailing,-0.000366,1.171325393,14
INDIA,EM,Materials,-0.000369,-0.028124217,-2.25
USA,DMSC,Materials,-0.00037,-0.26790506,0.08
USA,DM,Food & Staples Retailing,-0.000382,-0.099599773,3.38
USA,DMSC,Software & Services,-0.000387,-0.240592924,0.72
JAPAN,DMSC,Materials,-0.000387,-0.167387143,-102
USA,DM,Consumer Durables & Apparel,-0.00039,-0.225860041,0.08
UNITED KINGDOM,DMSC,Real Estate,-0.000392,0.137728162,1.25
KOREA,EMSC,Software & Services,-0.000394,0.164239956,150
USA,DMSC,Software & Services,-0.000396,-0.272638331,-1.55
USA,DMSC,Consumer Services,-0.000399,-0.256422425,-0.31
USA,DM,Diversified Financials,-0.000399,0.002492443,-0.43
USA,DMSC,Energy,-0.000402,-0.131353298,0.65
USA,DMSC,Consumer Services,-0.000403,0.036893042,1.4
USA,DMSC,Diversified Financials,-0.000408,-0.235215665,-0.69
USA,DMSC,Insurance,-0.000411,-0.125376357,-0.36
USA,DMSC,Food & Staples Retailing,-0.000412,-0.480575937,-0.07
USA,DM,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000417,-0.209078989,-3.55
USA,DMSC,Transportation,-0.00042,-0.429656516,-1.1
USA,DMSC,Banks,-0.00043,0.147475587,0.85
USA,DMSC,Software & Services,-0.000434,-0.127338904,-2.05
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000434,-0.343142865,-4.22
USA,DMSC,Retailing,-0.000443,-0.066551747,1.43
USA,DMSC,Software & Services,-0.000447,-0.086527087,0.29
CANADA,DM,Energy,-0.000454,0.316532642,6.79
USA,DMSC,Media,-0.000456,-0.065932328,0.46
USA,DMSC,Semiconductors & Semiconductor Equipment,-0.000457,-0.184490793,-0.05
USA,DMSC,Retailing,-0.000457,-0.193866097,0.25
USA,DMSC,Consumer Durables & Apparel,-0.000457,-0.368938057,-0.7
CANADA,DMSC,Consumer Durables & Apparel,-0.000463,-0.057940207,-0.37
USA,DM,Insurance,-0.000463,0.058491145,-2.64
ISRAEL,DMSC,Consumer Durables & Apparel,-0.000464,-0.31206628,1.24
USA,DMSC,Capital Goods,-0.000472,-0.327261264,1
UNITED KINGDOM,DMSC,Semiconductors & Semiconductor Equipment,-0.000473,-0.209854168,-16.25
UNITED KINGDOM,DMSC,Materials,-0.000474,0.455688662,-99.5
USA,DMSC,Materials,-0.000475,-0.199729896,0.3
CHINA,EMSC,Capital Goods,-0.000477,-0.593757467,0.006
USA,DMSC,Insurance,-0.000477,0.185041517,-1.38
USA,DMSC,Diversified Financials,-0.000478,-0.43220948,1.05
USA,DMSC,Health Care Equipment & Services,-0.000482,-0.199213476,3.25
JAPAN,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.00049,-0.396072886,-30
USA,DMSC,Capital Goods,-0.00049,0.225879952,-7.05
USA,DMSC,Materials,-0.000492,-0.231816897,-1.81
CANADA,DMSC,Retailing,-0.000492,0.144513054,0.7
USA,DMSC,Telecommunication Services,-0.000494,-0.517269998,0.78
USA,DMSC,Consumer Services,-0.000494,-0.248144599,0.85
USA,DMSC,Retailing,-0.000494,0.289265291,2.07
USA,DMSC,Retailing,-0.000497,0.103777689,-1.24
JAPAN,DM,Retailing,-0.000497,0.04431399,37
SWITZERLAND,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000497,0.090397068,5.95
UNITED KINGDOM,DMSC,Real Estate,-0.000498,-0.142273521,1.25
USA,DMSC,Insurance,-0.000498,-0.155570195,-0.25
UNITED KINGDOM,DMSC,Capital Goods,-0.000499,0.417880304,-29.2
SWEDEN,DMSC,Consumer Durables & Apparel,-0.000499,0.285283419,2.5
USA,DMSC,Insurance,-0.000499,-0.138526388,0.74
UNITED KINGDOM,DM,Materials,-0.0005,-0.111525119,9.5
JAPAN,DMSC,Real Estate,-0.0005,-0.193459405,-5000
CHINA,EM,Technology Hardware & Equipment,-0.0005,0.034495761,-1.08
NETHERLANDS,DMSC,Food Beverage & Tobacco,-0.0005,-0.343112027,-0.42
NORWAY,DMSC,Automobiles & Components,-0.0005,0.247581113,-0.19
GERMANY,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.0005,0.239502764,0.43
USA,DMSC,Software & Services,-0.0005,-0.054342441,0.78
SWEDEN,DMSC,Consumer Services,-0.0005,-0.017107767,0.9
GERMANY,DMSC,Automobiles & Components,-0.0005,-0.076792035,4.733
JAPAN,DM,Real Estate,-0.0005,0.138644774,20000
USA,DMSC,Real Estate,-0.0005,0.299429628,0.45
GERMANY,DMSC,Banks,-0.0005,0.034079509,0.88
JAPAN,DM,Real Estate,-0.0005,0.190997602,23000
DENMARK,DMSC,Software & Services,-0.0005,0.540081745,30
NETHERLANDS,DMSC,Real Estate,-0.0005,-0.328651792,0.25
USA,DMSC,Health Care Equipment & Services,-0.0005,-0.199622862,0.9
CANADA,DMSC,Energy,-0.0005,0.084362703,0.26
SWITZERLAND,DMSC,Semiconductors & Semiconductor Equipment,-0.0005,0.766890294,-0.22
JAPAN,DMSC,Real Estate,-0.0005,-0.177579598,2300
GERMANY,DMSC,Software & Services,-0.0005,0.039089945,-0.333
CHINA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.0005,0.348819986,0.027
UNITED KINGDOM,DMSC,Capital Goods,-0.0005,-0.15082591,1.75
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.0005,0.169793929,-0.51
USA,DMSC,Real Estate,-0.0005,0.54855884,-0.47
USA,DMSC,Diversified Financials,-0.0005,-0.528592426,-0.27
UNITED KINGDOM,DMSC,Telecommunication Services,-0.0005,1.255016651,-1.25
CHINA,EMSC,Automobiles & Components,-0.0005,-0.564011495,0.9
USA,DMSC,Technology Hardware & Equipment,-0.0005,-0.209450602,0.4
USA,DMSC,Consumer Services,-0.000502,-0.153971926,0.25
BELGIUM,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000502,-0.417802764,-0.41
USA,DMSC,Banks,-0.000504,0.054574937,0.37
USA,DMSC,Real Estate,-0.000505,-0.032709226,-0.27
CANADA,DMSC,Real Estate,-0.000507,-0.085133581,-0.78
PHILIPPINES,EMSC,Media,-0.00051,-0.774279654,2.5
USA,DM,Media,-0.000511,-0.105636016,1.09
AUSTRALIA,DM,Materials,-0.000514,-0.09423593,0.04
ITALY,DMSC,Banks,-0.000517,-0.158924976,0.4155
USA,DMSC,Banks,-0.00052,0.511747398,2.3
USA,DMSC,Capital Goods,-0.00052,0.389763569,-3.19
USA,DMSC,Materials,-0.000521,-0.156072876,0.14
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000523,-0.424005228,0.62
JAPAN,DMSC,Semiconductors & Semiconductor Equipment,-0.000524,0.256545217,-120
USA,DMSC,Materials,-0.000524,-0.27184276,-0.76
UNITED KINGDOM,DMSC,Health Care Equipment & Services,-0.000525,0.209491538,-16.75
USA,DMSC,Diversified Financials,-0.000526,-0.300355663,-0.84
JAPAN,DMSC,Consumer Durables & Apparel,-0.000526,-0.13670274,-9
DENMARK,DM,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000526,-0.006485115,-6.5
JAPAN,DM,Diversified Financials,-0.000526,-0.076135997,62
HONG KONG,DMSC,Retailing,-0.000526,0.014621303,0.43
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,-0.000526,-0.10607695,-1.4
TAIWAN,EMSC,Consumer Durables & Apparel,-0.000526,-0.266675743,0.25
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,-0.000526,-0.273682967,-0.3
USA,DMSC,Telecommunication Services,-0.000526,0.476576775,-0.43
CHINA,EMSC,Software & Services,-0.000526,-0.082600697,0.43
TAIWAN,EMSC,Technology Hardware & Equipment,-0.000526,-0.270875612,-0.7
SWITZERLAND,DMSC,Technology Hardware & Equipment,-0.000526,0.41508245,8.7
GERMANY,DM,Consumer Durables & Apparel,-0.000526,-0.127529422,2.722
NETHERLANDS,DMSC,Capital Goods,-0.000526,0.020600019,-0.06
PORTUGAL,DMSC,Transportation,-0.000526,-0.013915918,0.363
AUSTRALIA,DM,Real Estate,-0.000526,-0.337159142,0.02
JAPAN,DM,Real Estate,-0.000526,0.057287382,-200
GERMANY,DMSC,Real Estate,-0.000526,0.255500125,0.199
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000526,1.129679562,0.2
JAPAN,DMSC,Real Estate,-0.000526,-0.131666144,9000
USA,DMSC,Technology Hardware & Equipment,-0.000526,-0.225712238,-2.6
SWEDEN,DM,Capital Goods,-0.000526,-0.022350767,4.4
USA,DMSC,Capital Goods,-0.000526,0.07197343,0.7
USA,DMSC,Retailing,-0.000526,0.092368961,1.05
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,-0.000526,-0.248201383,0.95
CANADA,DMSC,Diversified Financials,-0.000526,-0.28020116,0.35
JAPAN,DMSC,Real Estate,-0.000526,-0.169577671,-10000
JAPAN,DMSC,Real Estate,-0.000526,-0.224350389,1900
JAPAN,DMSC,Real Estate,-0.000526,-0.134495564,1500
NETHERLANDS,DM,Insurance,-0.000526,0.006597315,-0.195
USA,DMSC,Insurance,-0.000543,-0.307302972,-0.85
USA,DM,Consumer Services,-0.000547,-0.330411313,0.04
KOREA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000548,0.940162375,-450
CANADA,DM,Automobiles & Components,-0.000548,-0.118501517,1.19
CANADA,DMSC,Energy,-0.00055,-0.156974845,0.75
CANADA,DM,Insurance,-0.000551,-0.266131217,0.87
USA,DMSC,Banks,-0.000554,-0.012255503,1.65
USA,DMSC,Consumer Services,-0.000554,-0.275338696,1.93
JAPAN,DMSC,Retailing,-0.000556,-0.298346547,23
GERMANY,DMSC,Real Estate,-0.000556,0.152554393,0.515
JAPAN,DMSC,Real Estate,-0.000556,-0.449908957,700
NETHERLANDS,DMSC,Diversified Financials,-0.000556,-0.27061703,0.177
CHINA,EMSC,Capital Goods,-0.000556,-0.388330674,0.23
JAPAN,DMSC,Software & Services,-0.000556,-0.398646651,-32
SPAIN,DMSC,Food Beverage & Tobacco,-0.000556,0.943394187,1
AUSTRALIA,DM,Media,-0.000556,0.014449275,0.25
UNITED KINGDOM,DMSC,Health Care Equipment & Services,-0.000556,-0.019679883,3
JAPAN,DMSC,Capital Goods,-0.000556,-0.179189267,1
IRELAND,DMSC,Real Estate,-0.000556,-0.123295358,0
TAIWAN,EMSC,Materials,-0.000556,0.122318303,1.4
AUSTRALIA,DM,Media,-0.000556,0.133374162,0.09
AUSTRALIA,DM,Retailing,-0.000556,-0.243683533,-0.02
TAIWAN,EMSC,Technology Hardware & Equipment,-0.000556,-0.501793855,-0.75
JAPAN,DMSC,Real Estate,-0.000556,-0.021284096,2800
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000556,-0.37192376,0.16
USA,DMSC,Health Care Equipment & Services,-0.000556,0.547798801,0.53
JAPAN,DM,Banks,-0.000556,0.002441565,30.6
JAPAN,DMSC,Consumer Durables & Apparel,-0.000556,0.126745379,157
CHINA,EMSC,Transportation,-0.000556,-0.315740687,-0.003
JAPAN,DM,Health Care Equipment & Services,-0.000556,0.011542776,-120
USA,DMSC,Capital Goods,-0.000556,0.214144922,0.21
USA,DMSC,Consumer Services,-0.000556,0.029153521,-0.25
JAPAN,DM,Capital Goods,-0.000556,-0.001174259,-3
AUSTRALIA,DM,Diversified Financials,-0.000556,-0.050800117,0.09
SOUTH AFRICA,EM,Real Estate,-0.000558,0.065739983,-203
USA,DMSC,Insurance,-0.000576,-0.031696116,-2.65
AUSTRALIA,DM,Software & Services,-0.000577,-0.341870151,0.53
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000577,-0.384632306,2.55
USA,DMSC,Retailing,-0.000584,-0.263929957,0.33
USA,DMSC,Retailing,-0.000584,-0.0562669,-0.15
UNITED KINGDOM,DMSC,Food Beverage & Tobacco,-0.000588,0.005615357,4.25
USA,DMSC,Commercial & Professional Services,-0.000588,0.120359167,1.15
CANADA,DMSC,Technology Hardware & Equipment,-0.000588,0.039364742,0.67
SINGAPORE,DMSC,Energy,-0.000588,-0.337809378,0.035
TAIWAN,EMSC,Capital Goods,-0.000588,-0.446165425,0.35
TAIWAN,EMSC,Capital Goods,-0.000588,-0.480322651,-0.5
JAPAN,DMSC,Capital Goods,-0.000588,-0.11210876,87
TAIWAN,EMSC,Materials,-0.000588,-0.533881456,-0.45
JAPAN,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000588,0.262362757,-60
SWEDEN,DMSC,Capital Goods,-0.000588,0.150663924,4.15
INDONESIA,EMSC,Real Estate,-0.000588,-0.482507569,8
JAPAN,DMSC,Food Beverage & Tobacco,-0.000588,-0.174478494,-25
JAPAN,DMSC,Software & Services,-0.000588,0.011409164,-36
USA,DMSC,Energy,-0.000588,-0.120676846,0.65
JAPAN,DMSC,Diversified Financials,-0.000588,-0.203354589,35
NETHERLANDS,DMSC,Energy,-0.000588,0.287957278,1.44
JAPAN,DM,Materials,-0.000588,0.124010902,66.5
JAPAN,DMSC,Commercial & Professional Services,-0.000588,-0.336830011,186
USA,DMSC,Software & Services,-0.000588,-0.066144254,0.14
JAPAN,DMSC,Energy,-0.000588,-0.033698666,-3
JAPAN,DMSC,Food Beverage & Tobacco,-0.000588,3.42E-05,-280
GERMANY,DM,Capital Goods,-0.000588,-0.026373881,0.221
CANADA,DMSC,Capital Goods,-0.000588,0.116200861,-1.38
JAPAN,DMSC,Capital Goods,-0.000588,-0.21825533,45
JAPAN,DM,Automobiles & Components,-0.000588,-0.11994966,35
JAPAN,DM,Insurance,-0.000588,0.183422021,113.5
FRANCE,DMSC,Diversified Financials,-0.000588,0.000526587,1.26
JAPAN,DM,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000588,0.061010459,67
JAPAN,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000588,-0.225956148,40
CHINA,EM,Banks,-0.000588,0.729326992,-0.28
JAPAN,DM,Banks,-0.000588,0.151816484,72
DENMARK,DMSC,Consumer Durables & Apparel,-0.000588,-0.168291628,1.5
TAIWAN,EMSC,Consumer Durables & Apparel,-0.000588,-0.391234187,0.1
CHINA,EMSC,Consumer Durables & Apparel,-0.000588,-0.301549509,0.18
JAPAN,DMSC,Banks,-0.000588,0.073679398,57
TAIWAN,EMSC,Food & Staples Retailing,-0.000588,0.258145948,-0.55
JAPAN,DM,Technology Hardware & Equipment,-0.000588,0.235707738,156
JAPAN,DMSC,Materials,-0.000588,-0.143891143,-355
JAPAN,DMSC,Retailing,-0.000588,0.171034985,125
KOREA,EM,Retailing,-0.000588,-0.049696586,-2700
USA,DMSC,Software & Services,-0.000595,1.65533168,-3.45
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000605,-0.084578925,0.57
CHINA,EMSC,Software & Services,-0.000606,0.702820048,-5.36
USA,DMSC,Retailing,-0.000609,-0.170931977,2.07
USA,DMSC,Capital Goods,-0.00061,-0.367666173,1.36
USA,DM,Energy,-0.000611,-0.054698958,3.68
KOREA,EMSC,Diversified Financials,-0.000613,0.635210706,-550
KOREA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000617,0.248704629,-750
USA,DMSC,Retailing,-0.000621,0.450101984,1.22
USA,DM,Health Care Equipment & Services,-0.000621,0.139924763,-18.51
USA,DMSC,Consumer Services,-0.000621,0.300247752,-0.13
JAPAN,DMSC,Food & Staples Retailing,-0.000624,-0.192486239,19
JAPAN,DMSC,Capital Goods,-0.000625,-0.199252444,46
TAIWAN,EMSC,Capital Goods,-0.000625,-0.10340727,2.05
CANADA,DMSC,Diversified Financials,-0.000625,-0.339977613,0.52
JAPAN,DM,Materials,-0.000625,0.152786348,56
KOREA,EMSC,Consumer Services,-0.000625,0.18774424,800
JAPAN,DMSC,Retailing,-0.000625,-0.36647438,75
CZECH REPUBLIC,EMSC,Consumer Durables & Apparel,-0.000625,0.280547012,-56
TAIWAN,EMSC,Household & Personal Products,-0.000625,0.691614184,-0.35
NEW ZEALAND,DMSC,Real Estate,-0.000625,-0.2118897,-0.035
FRANCE,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000625,-0.11357029,-0.68
JAPAN,DM,Insurance,-0.000625,0.35157849,-164
JAPAN,DM,Automobiles & Components,-0.000625,0.036880212,159
SWITZERLAND,DMSC,Capital Goods,-0.000625,0.213336693,28
KOREA,EMSC,Semiconductors & Semiconductor Equipment,-0.000625,0.6034,1000
KOREA,EMSC,Diversified Financials,-0.000625,0.502690123,-270
JAPAN,DMSC,Capital Goods,-0.000625,0.374715188,-17
KOREA,EMSC,Banks,-0.000625,-0.021108794,20
TAIWAN,EM,Banks,-0.000625,0.144137606,-0.05
USA,DMSC,Energy,-0.000625,-0.22214768,2.67
USA,DM,Consumer Durables & Apparel,-0.000625,0.391936136,4.85
KOREA,EMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000625,0.648321507,5250
TAIWAN,EMSC,Software & Services,-0.000625,1.220418081,-11
NORWAY,DMSC,Software & Services,-0.000625,-0.165826796,0.1
USA,DMSC,Consumer Durables & Apparel,-0.000625,0.09871184,1.44
JAPAN,DMSC,Semiconductors & Semiconductor Equipment,-0.000625,0.769122617,-128
TAIWAN,EMSC,Technology Hardware & Equipment,-0.000625,0.001235389,0.35
USA,DMSC,Real Estate,-0.000625,-0.155494148,1
KOREA,EMSC,Materials,-0.000625,0.514691863,70
KOREA,EMSC,Technology Hardware & Equipment,-0.000625,1.5742044,-3500
JAPAN,DM,Household & Personal Products,-0.000625,-0.128622876,-156
JAPAN,DMSC,Banks,-0.000625,-0.098883323,21
SWEDEN,DMSC,Capital Goods,-0.000625,-0.245607006,-2.5
MALAYSIA,EMSC,Diversified Financials,-0.000625,0.01083499,-0.72
JAPAN,DMSC,Software & Services,-0.000625,0.45347695,-170
CANADA,DMSC,Transportation,-0.00063,0.2358684,-1.08
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000637,0.7902,-0.01
SINGAPORE,DMSC,Health Care Equipment & Services,-0.000645,-0.005030343,0.075
UNITED KINGDOM,DMSC,Software & Services,-0.000646,0.982822526,-6.25
FRANCE,DM,Automobiles & Components,-0.000655,0.053971939,9.95
USA,DMSC,Capital Goods,-0.00066,0.394593951,3
USA,DMSC,Retailing,-0.000662,0.475491011,2.74
BELGIUM,DMSC,Technology Hardware & Equipment,-0.000662,0.123767205,2.7
USA,DM,Semiconductors & Semiconductor Equipment,-0.000664,0.592217813,-1.71
USA,DMSC,Capital Goods,-0.000666,0.254093055,1.84
JAPAN,DMSC,Consumer Services,-0.000667,-0.072876896,104
INDONESIA,EMSC,Real Estate,-0.000667,-0.237135168,4
JAPAN,DMSC,Materials,-0.000667,0.247292003,-7
TAIWAN,EMSC,Capital Goods,-0.000667,-0.093681917,4
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000667,1.025222004,4.66
TAIWAN,EMSC,Automobiles & Components,-0.000667,0.018775965,14.5
JAPAN,DMSC,Technology Hardware & Equipment,-0.000667,0.018762437,-440
UNITED KINGDOM,DM,Insurance,-0.000667,-0.066458323,-2
ITALY,DM,Utilities,-0.000667,0.017462191,-0.1
JAPAN,DMSC,Capital Goods,-0.000667,0.658033937,60
JAPAN,DMSC,Food & Staples Retailing,-0.000667,-0.033744601,-290
JAPAN,DMSC,Consumer Durables & Apparel,-0.000667,-0.302043814,7
KOREA,EMSC,Software & Services,-0.000667,-0.051532964,-1800
KOREA,EMSC,Automobiles & Components,-0.000667,0.223619982,1050
SINGAPORE,DMSC,Real Estate,-0.000667,-0.209317197,-0.005
JAPAN,DMSC,Capital Goods,-0.000667,0.246949493,150
USA,DMSC,Banks,-0.000667,-0.10435002,1.4
USA,DMSC,Health Care Equipment & Services,-0.000667,0.155436759,0.35
TAIWAN,EMSC,Diversified Financials,-0.000667,-0.12941797,0.11
GERMANY,DMSC,Commercial & Professional Services,-0.000667,-0.002436183,4.746
KOREA,EMSC,Health Care Equipment & Services,-0.000667,0.443527943,8800
AUSTRALIA,DM,Real Estate,-0.000667,0.418130485,0.02
AUSTRALIA,DM,Diversified Financials,-0.000667,0.002101936,0.32
FINLAND,DMSC,Commercial & Professional Services,-0.000667,-0.38306961,0.08
UNITED KINGDOM,DMSC,Retailing,-0.000667,0.753123147,-4.5
USA,DMSC,Consumer Services,-0.000667,0.018779813,-0.49
SOUTH AFRICA,EM,Real Estate,-0.000667,0.273147719,412
JAPAN,DM,Food & Staples Retailing,-0.000667,-0.094703468,36
JAPAN,DM,Health Care Equipment & Services,-0.000667,0.198780787,-70
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",-0.000667,-0.105753828,5.47
USA,DMSC,Retailing,-0.000667,0.596323443,1.23
POLAND,EM,Energy,-0.000667,0.013990657,7.85
QATAR,EMSC,Diversified Financials,-0.000667,-0.322856047,0.31
SOUTH AFRICA,EMSC,Real Estate,-0.000667,0.368923668,68
DENMARK,DMSC,Banks,-0.000667,0.154379787,7.682
DENMARK,DMSC,Banks,-0.000667,0.084647562,0.35
JAPAN,DMSC,Capital Goods,-0.000667,0.080082151,4
INDIA,EMSC,Software & Services,-0.000667,0.29329759,13.55
TAIWAN,EMSC,Health Care Equipment & Services,-0.000667,-0.323274885,6.2
TURKEY,EMSC,Consumer Services,-0.000667,-0.289732218,-0.06
NETHERLANDS,DMSC,Food Beverage & Tobacco,-0.000667,-0.351946071,0.12
USA,DMSC,Capital Goods,-0.000676,0.013540921,-0.23
