country,marketclass,pro_forma_gics_industry_group_name,weightchange,excessvolume,pricechangeeffective
USA,DMSC,Health Care Equipment & Services,0.000173,1.0007,0.05
USA,DMSC,Real Estate,0.000173,0.00676219,0.33
USA,DM,Banks,0.000173,-0.078208624,-1.64
TAIWAN,EMSC,Technology Hardware & Equipment,0.000173,-0.156129554,-7.5
USA,DMSC,Retailing,0.000172,0.657230576,0.55
USA,DMSC,Real Estate,0.000171,0.058575126,-2.21
USA,DMSC,Software & Services,0.00017,-0.023321165,0.08
USA,DMSC,Health Care Equipment & Services,0.000169,-0.091499845,-1.6
USA,DMSC,Banks,0.000169,0.151628273,0.3
NETHERLANDS,DMSC,Materials,0.000167,0.376799462,0.2047
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000167,0.235457495,1.01
SOUTH AFRICA,EM,Real Estate,0.000167,0.44451709,-72
USA,DMSC,Capital Goods,0.000165,-0.044229574,0.92
JAPAN,DMSC,Food Beverage & Tobacco,0.000163,-0.044996541,-298
USA,DMSC,Real Estate,0.000163,-0.288427042,-0.71
USA,DM,Real Estate,0.000161,-0.167105458,-0.99
HONG KONG,DM,Real Estate,0.000157,-0.295940469,-0.08
CHINA,EM,Utilities,0.000155,-0.02483628,-0.76
USA,DM,Utilities,0.000154,-0.071973754,-2.2
USA,DMSC,Technology Hardware & Equipment,0.000154,-0.132950851,-0.2
USA,DMSC,Software & Services,0.000153,0.390485701,-0.2
USA,DMSC,Real Estate,0.000153,0.173110582,-0.64
CHINA,EMSC,Retailing,0.000153,-0.293099801,0.005
CANADA,DMSC,Energy,0.000151,-0.175882129,0.7
USA,DMSC,Health Care Equipment & Services,0.000149,-0.287784861,-2.21
UNITED KINGDOM,DMSC,Media,0.000149,-0.763311505,17.25
FRANCE,DMSC,Energy,0.000148,-0.059715841,0.494
USA,DMSC,Software & Services,0.000148,-0.17106957,-1.05
USA,DMSC,Health Care Equipment & Services,0.000147,-0.187137559,0
USA,DMSC,Materials,0.000147,-0.023751404,1.19
USA,DMSC,Software & Services,0.000146,0.162498599,-0.55
USA,DMSC,Real Estate,0.000146,-0.293749884,-0.43
THAILAND,EM,Energy,0.000145,-0.007034501,-0.2
USA,DM,Energy,0.000145,0.023567306,6.56
USA,DMSC,Consumer Durables & Apparel,0.000143,-0.109286641,2.47
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000141,-0.202716359,0.46
USA,DMSC,Diversified Financials,0.00014,-0.354111973,2.2
USA,DMSC,Energy,0.000139,0.228556375,0.52
USA,DMSC,Technology Hardware & Equipment,0.000138,-0.242589919,0.86
CHINA,EMSC,Consumer Durables & Apparel,0.000137,-0.235026258,0.11
USA,DMSC,Banks,0.000137,-0.190427526,0.3
USA,DMSC,Health Care Equipment & Services,0.000137,-0.294241388,0.59
USA,DMSC,Technology Hardware & Equipment,0.000137,0.655363641,0.16
USA,DMSC,Commercial & Professional Services,0.000136,-0.062093193,0.96
CHINA,EM,Real Estate,0.000136,-0.008121736,0.183
CHILE,EM,Utilities,0.000136,0.044785548,4.565
USA,DMSC,Real Estate,0.000136,0.623044128,0.95
UNITED KINGDOM,DM,Energy,0.000135,0.084314103,45
USA,DMSC,Technology Hardware & Equipment,0.000134,-0.1707388,0.03
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000133,0.019446781,0.1
BELGIUM,DMSC,Real Estate,0.000133,-0.239404938,-0.58
NETHERLANDS,DMSC,Real Estate,0.000132,-0.169910208,0
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000131,0.016015782,0.59
FRANCE,DM,Banks,0.000131,-0.018455047,0.645
USA,DMSC,Food Beverage & Tobacco,0.000129,-0.23317919,0.4
USA,DMSC,Technology Hardware & Equipment,0.000127,-0.093067547,-0.21
MALAYSIA,EMSC,Technology Hardware & Equipment,0.000127,-0.035158605,0.16
CANADA,DMSC,Real Estate,0.000127,-0.293422919,-0.09
USA,DMSC,Software & Services,0.000127,-0.110064854,-0.4
CANADA,DM,Energy,0.000126,-0.412124284,2
USA,DM,Diversified Financials,0.000126,-0.47374931,-3.96
USA,DM,Capital Goods,0.000126,0.047162062,-0.65
USA,DMSC,Real Estate,0.000125,-0.074273647,-3.86
USA,DMSC,Health Care Equipment & Services,0.000123,-0.193720154,0.34
USA,DM,Capital Goods,0.000123,0.291419331,-9.35
USA,DMSC,Diversified Financials,0.000123,-0.341159573,0.48
USA,DM,Energy,0.000123,-0.053348635,-0.04
USA,DMSC,Health Care Equipment & Services,0.000122,-0.230390315,0.6
USA,DM,Diversified Financials,0.000121,-0.207731447,2.14
USA,DM,Diversified Financials,0.000121,-0.034647263,-1.96
USA,DM,Energy,0.00012,-0.319884403,1.72
USA,DMSC,Banks,0.00012,-0.303477067,1.0498
GERMANY,DM,Health Care Equipment & Services,0.000119,-0.092495886,2.758
USA,DMSC,Technology Hardware & Equipment,0.000119,-0.180136419,-0.35
USA,DMSC,Insurance,0.000119,0.050999394,-3.6
CANADA,DMSC,Energy,0.000118,-0.40378621,0.46
AUSTRALIA,DM,Real Estate,0.000118,0.182393414,-0.01
USA,DMSC,Commercial & Professional Services,0.000117,-0.404956113,0.8
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000117,0.250486393,1.2
USA,DMSC,Banks,0.000117,-0.240339419,1.25
USA,DM,Utilities,0.000116,-0.041096336,-1.97
KOREA,EMSC,Software & Services,0.000116,0.242052798,900
USA,DMSC,Software & Services,0.000116,0.815847793,-3.89
USA,DMSC,Materials,0.000114,-0.153899687,3.83
USA,DMSC,Diversified Financials,0.000113,-0.152347316,-0.4
USA,DMSC,Software & Services,0.000112,0.237328732,-1
USA,DMSC,Real Estate,0.000112,-0.149041259,-1.5
USA,DMSC,Banks,0.00011,0.05855212,1.86
UNITED KINGDOM,DMSC,Capital Goods,0.00011,0.620890826,22
CHINA,EMSC,Utilities,0.000109,0.063517705,-0.1
USA,DMSC,Software & Services,0.000109,0.421387594,-3.35
KOREA,EMSC,Capital Goods,0.000108,0.296430883,-1100
USA,DM,Diversified Financials,0.000108,0.074539463,-1.54
USA,DMSC,Capital Goods,0.000107,0.606685259,-1.8
USA,DMSC,Technology Hardware & Equipment,0.000106,-0.193040197,-2.3
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000106,-0.405594517,-0.35
JAPAN,DMSC,Software & Services,0.000106,0.510393016,-38
AUSTRALIA,DM,Utilities,0.000106,0.234093338,0.0501
USA,DMSC,Energy,0.000105,-0.067484505,2.86
CANADA,DM,Energy,0.000105,-0.100327316,0.53
USA,DM,Utilities,0.000105,-0.022010902,-0.74
USA,DMSC,Banks,0.000104,0.084513362,1.6
USA,DMSC,Technology Hardware & Equipment,0.000104,0.328395117,-0.39
USA,DM,Diversified Financials,0.000104,-0.067758553,2.22
HONG KONG,DMSC,Real Estate,0.000104,0.270715014,-0.05
USA,DMSC,Banks,0.000104,-0.299703058,0.89
CHINA,EMSC,Technology Hardware & Equipment,0.000104,0.116603032,0.07
USA,DMSC,Real Estate,0.000103,0.177199466,0.44
USA,DMSC,Banks,0.000103,-0.196413474,2.15
MEXICO,EMSC,Telecommunication Services,0.000103,0.027671144,0.38
NEW ZEALAND,DMSC,Real Estate,0.000102,-0.178285065,-0.02
USA,DMSC,Capital Goods,0.000102,-0.116151077,0.37
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000102,0.053470108,-0.03
USA,DMSC,Media,0.000102,0.530662426,0.58
USA,DMSC,Capital Goods,0.000101,-0.016691257,1.9
USA,DMSC,Retailing,0.0001,-0.245130619,0.6
USA,DMSC,Capital Goods,0.0001,-0.087840091,-2.26
USA,DM,Technology Hardware & Equipment,0.000099,0.074373744,0.63
JAPAN,DM,Capital Goods,0.000099,-0.173770142,-28
USA,DMSC,Materials,0.000098,-0.300271281,-1.15
CANADA,DMSC,Materials,0.000096,-0.213220153,-0.02
USA,DMSC,Banks,0.000096,0.008385225,1.25
USA,DMSC,Capital Goods,0.000096,-0.19545009,0.8
NORWAY,DMSC,Software & Services,0.000095,-0.295147334,-0.5
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000094,-0.094671974,-0.4
USA,DMSC,Health Care Equipment & Services,0.000094,-0.084576583,-0.26
USA,DMSC,Banks,0.000094,-0.073645356,0.08
HONG KONG,DMSC,Telecommunication Services,0.000093,0.058477874,0.32
CANADA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000093,-0.396607213,0.31
CANADA,DMSC,Energy,0.000092,0.44267338,0.71
USA,DMSC,Diversified Financials,0.000092,0.827356839,0.32
USA,DMSC,Transportation,0.000092,-0.19585425,-3.4
CANADA,DMSC,Energy,0.000092,-0.333684315,0.61
SOUTH AFRICA,EMSC,Capital Goods,0.000092,-0.188248092,19
USA,DMSC,Banks,0.000091,0.186669899,2.36
USA,DMSC,Diversified Financials,0.000091,-0.265417019,0.03
USA,DM,Technology Hardware & Equipment,0.000091,-0.079960703,-0.41
AUSTRALIA,DM,Diversified Financials,0.000089,2.641742256,1.22
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000089,-0.109495669,-0.45
USA,DMSC,Commercial & Professional Services,0.000089,-0.062783635,0.05
USA,DMSC,Capital Goods,0.000089,-0.041451554,-0.01
USA,DMSC,Banks,0.000089,-0.076909629,0.75
USA,DMSC,Real Estate,0.000088,0.759679561,-1.88
USA,DMSC,Banks,0.000087,0.036577712,0.67
USA,DMSC,Diversified Financials,0.000087,-0.375048051,-0.72
MALAYSIA,EMSC,Technology Hardware & Equipment,0.000087,-0.23325281,0.08
USA,DM,Commercial & Professional Services,0.000087,-0.15211924,0.71
USA,DMSC,Consumer Services,0.000087,-0.233392893,-1.07
CANADA,DMSC,Capital Goods,0.000086,-0.22825545,0.99
USA,DMSC,Consumer Durables & Apparel,0.000085,-0.267396323,-0.63
CANADA,DMSC,Media,0.000085,-0.319509743,-0.21
USA,DMSC,Banks,0.000085,-0.208621665,0.5
USA,DMSC,Capital Goods,0.000084,-0.320477047,0.21
CANADA,DMSC,Materials,0.000083,-0.321989807,-0.44
USA,DMSC,Transportation,0.000083,0.338558124,-0.05
USA,DM,Software & Services,0.000083,0.525059553,6.14
CANADA,DMSC,Materials,0.000083,-0.163777521,-0.27
USA,DMSC,Software & Services,0.000083,-0.346136768,0.845
USA,DMSC,Retailing,0.000082,0.182294106,0.8
SINGAPORE,DMSC,Real Estate,0.000082,0.409168549,-0.035
USA,DMSC,Real Estate,0.000082,0.349848743,1.99
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000082,-0.155902628,-1.97
USA,DMSC,Retailing,0.000081,-0.034795846,0.4
USA,DMSC,Capital Goods,0.000081,0.154322999,3.64
CANADA,DM,Banks,0.000081,-0.343377602,-0.68
USA,DMSC,Banks,0.00008,-0.229718842,0.01
USA,DMSC,Software & Services,0.00008,-0.249547499,-0.27
AUSTRALIA,DM,"Pharmaceuticals, Biotechnology & Life Sciences",0.00008,-0.175788792,0.04
USA,DMSC,Banks,0.000079,-0.200790748,1.28
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000078,0.772504634,1.38
AUSTRALIA,DM,Consumer Services,0.000078,0.119975074,0.11
JAPAN,DMSC,Consumer Services,0.000078,-0.39338943,-2
USA,DMSC,Technology Hardware & Equipment,0.000077,0.072797133,-0.39
USA,DMSC,Food & Staples Retailing,0.000077,0.218523453,1.85
USA,DMSC,Software & Services,0.000077,0.458861693,1.84
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000077,-0.336871003,0.37
USA,DMSC,Software & Services,0.000077,0.617940681,0.5
USA,DMSC,Commercial & Professional Services,0.000077,0.104335492,0.15
CHINA,EMSC,Technology Hardware & Equipment,0.000077,1.144831039,0.45
CANADA,DM,Energy,0.000076,-0.347843627,0.81
USA,DMSC,Software & Services,0.000076,-0.03265777,1.61
JAPAN,DMSC,Software & Services,0.000076,-0.176748142,-53
TAIWAN,EMSC,Software & Services,0.000076,1.337557429,-50
MEXICO,EM,Telecommunication Services,0.000076,-0.564241002,-0.52
FRANCE,DM,Capital Goods,0.000075,-0.146554382,-0.685
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000075,-0.168789405,-0.66
USA,DMSC,Banks,0.000075,-0.124755151,2.15
USA,DMSC,Software & Services,0.000075,-0.362281132,0.05
SPAIN,DMSC,Real Estate,0.000074,0.016869232,-0.35
CANADA,DMSC,Commercial & Professional Services,0.000074,-0.3319249,0.39
USA,DMSC,Banks,0.000073,0.055827526,1.98
USA,DMSC,Banks,0.000073,0.091369002,1.3
USA,DMSC,Banks,0.000073,-0.164161879,0.7
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000073,0.058150812,0.14
CHINA,EM,Software & Services,0.000072,0.845442657,-2.12
USA,DMSC,Energy,0.000072,0.111022648,0.74
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000072,0.038367079,0.4
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000072,-0.095404608,-1.75
USA,DMSC,Food Beverage & Tobacco,0.000072,0.025812369,-6
USA,DMSC,Technology Hardware & Equipment,0.000072,0.209188985,1.34
CANADA,DMSC,Materials,0.000071,-0.231949574,0.59
ISRAEL,DMSC,Technology Hardware & Equipment,0.000071,0.626452398,1.35
CANADA,DMSC,Energy,0.000071,0.281073922,0.28
CHILE,EM,Food & Staples Retailing,0.00007,0.239467403,54.6
UNITED KINGDOM,DM,"Pharmaceuticals, Biotechnology & Life Sciences",0.00007,0.149784226,-38.5
USA,DM,Diversified Financials,0.00007,-0.048683622,0.86
CANADA,DM,Technology Hardware & Equipment,0.00007,0.660689417,-1.46
INDIA,EMSC,Capital Goods,0.00007,2.206115251,-5.82844
USA,DMSC,Consumer Services,0.000069,-0.159342344,7.7
USA,DMSC,Health Care Equipment & Services,0.000069,-0.2032325,-2.49
CANADA,DMSC,Real Estate,0.000069,-0.352199385,-0.1
UNITED KINGDOM,DMSC,Health Care Equipment & Services,0.000069,0.473245664,-157
AUSTRALIA,DM,Banks,0.000069,0.230526584,2.52
USA,DMSC,Software & Services,0.000069,-0.344439796,0.65
JAPAN,DMSC,Real Estate,0.000068,-0.020904629,21000
USA,DMSC,Capital Goods,0.000068,0.022539656,-3.7
USA,DM,Technology Hardware & Equipment,0.000068,-0.200474898,-0.46
FRANCE,DMSC,Retailing,0.000068,0.304028202,2.53
USA,DMSC,Energy,0.000068,0.437721546,0.8
USA,DMSC,Health Care Equipment & Services,0.000068,-0.441869019,0.06
USA,DMSC,Health Care Equipment & Services,0.000067,-0.304050514,0.51
JAPAN,DMSC,Technology Hardware & Equipment,0.000067,0.284979382,18
USA,DM,Health Care Equipment & Services,0.000066,-0.117335097,3.04
USA,DM,"Pharmaceuticals, Biotechnology & Life Sciences",0.000066,-0.229280945,-0.87
JAPAN,DMSC,Automobiles & Components,0.000066,-0.146622197,82
USA,DMSC,Technology Hardware & Equipment,0.000066,0.06130292,-0.45
USA,DMSC,Real Estate,0.000066,-0.113543151,-0.43
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000066,-0.036655408,0.41
USA,DMSC,Transportation,0.000065,-0.247931605,1.28
USA,DMSC,Media,0.000065,0.130486524,-0.8
HONG KONG,DM,Capital Goods,0.000065,-0.142609056,-0.08
USA,DMSC,Capital Goods,0.000065,0.076049534,0.18
USA,DMSC,Technology Hardware & Equipment,0.000065,-0.801300887,-0.01
USA,DMSC,Health Care Equipment & Services,0.000065,-0.021949589,-0.5
UNITED KINGDOM,DMSC,Media,0.000065,0.035938739,16
CANADA,DMSC,Diversified Financials,0.000064,0.287834466,0.09
JAPAN,DMSC,Consumer Services,0.000064,-0.286684693,1
USA,DMSC,Telecommunication Services,0.000064,-0.182252324,0.5
CANADA,DMSC,Technology Hardware & Equipment,0.000064,-0.306831024,0.16
USA,DM,Real Estate,0.000064,-0.073700557,-0.2
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000064,-0.029728742,1.9
USA,DM,Capital Goods,0.000063,0.143243079,-3.27
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,0.000063,-0.176647413,1.15
USA,DMSC,Commercial & Professional Services,0.000063,-0.037048369,0.9
USA,DMSC,Health Care Equipment & Services,0.000063,0.36991769,1.25
CANADA,DM,Energy,0.000063,-0.229198693,-0.08
USA,DMSC,Retailing,0.000062,0.104775421,-1.7
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000062,0.5620944,12.15
USA,DMSC,Food Beverage & Tobacco,0.000062,-0.228194989,-0.06
JAPAN,DMSC,Banks,0.000062,0.075445601,56
SWITZERLAND,DMSC,Semiconductors & Semiconductor Equipment,0.000062,0.197872587,11.2
USA,DMSC,Capital Goods,0.000062,0.307995608,13.43
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000062,0.339481682,0.7495
USA,DMSC,Software & Services,0.000061,-0.422849172,-2.48
USA,DM,Software & Services,0.000061,0.042690781,-1.13
USA,DMSC,Food Beverage & Tobacco,0.000061,-0.14475316,0.87
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000061,-0.283559921,-2.4
USA,DMSC,Diversified Financials,0.000061,-0.192549226,0.2
CHINA,EMSC,Software & Services,0.000061,0.240811282,-0.64
BELGIUM,DMSC,Health Care Equipment & Services,0.00006,-0.067141648,-0.51
USA,DMSC,Insurance,0.00006,-0.267889883,-1.45
USA,DMSC,Energy,0.00006,0.010100964,2.05
USA,DM,Energy,0.00006,0.050665954,3.11
USA,DMSC,Energy,0.000059,0.0004755,0.47
USA,DMSC,Food & Staples Retailing,0.000059,-0.17661324,0.1
CANADA,DMSC,Materials,0.000059,-0.028610668,-0.92
USA,DMSC,Software & Services,0.000059,-0.034687078,-3.45
NETHERLANDS,DM,Software & Services,0.000059,0.031020812,0.18
USA,DM,"Pharmaceuticals, Biotechnology & Life Sciences",0.000059,-0.071877971,-17.01
USA,DMSC,Software & Services,0.000059,0.083532366,0.74
USA,DM,Semiconductors & Semiconductor Equipment,0.000058,0.034600308,-1.84
USA,DMSC,Capital Goods,0.000058,1.195798025,4.12
CANADA,DMSC,Real Estate,0.000058,-0.154148045,0.44
USA,DMSC,Materials,0.000058,0.108345203,0.61
USA,DMSC,Consumer Services,0.000057,-0.278508784,0.23
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000057,0.030064873,0.33
USA,DMSC,Capital Goods,0.000057,-0.05671335,-0.03
AUSTRALIA,DM,Real Estate,0.000057,0.111176069,-0.14
USA,DMSC,Commercial & Professional Services,0.000057,0.053361663,2.25
USA,DMSC,Materials,0.000057,-0.163968612,-0.48
NORWAY,DM,Energy,0.000056,0.014799434,3.5
CANADA,DM,Software & Services,0.000056,-0.237973074,-0.01
SINGAPORE,DMSC,Real Estate,0.000056,-0.317268813,0.005
USA,DMSC,Capital Goods,0.000056,0.019844098,-0.35
AUSTRALIA,DM,Real Estate,0.000056,-0.020725785,0
SOUTH AFRICA,EM,Materials,0.000055,0.398526233,321.975
USA,DMSC,Health Care Equipment & Services,0.000055,0.075303943,-0.88
USA,DMSC,Health Care Equipment & Services,0.000055,-0.012348852,-0.68
TAIWAN,EMSC,Semiconductors & Semiconductor Equipment,0.000055,-0.146979246,0.65
USA,DMSC,Software & Services,0.000055,-0.33189917,-3.66
USA,DMSC,Technology Hardware & Equipment,0.000054,0.030193927,-0.27
USA,DMSC,Capital Goods,0.000054,0.009487725,-0.45
USA,DM,"Pharmaceuticals, Biotechnology & Life Sciences",0.000054,0.047515261,-14.14
USA,DMSC,Banks,0.000054,-0.185282644,1.3
USA,DMSC,Media,0.000054,0.425906042,1.9
USA,DMSC,Transportation,0.000054,0.132799479,7
SWEDEN,DMSC,Technology Hardware & Equipment,0.000054,0.168441009,2.9
USA,DM,Software & Services,0.000053,0.156558372,-32.64
JAPAN,DMSC,Capital Goods,0.000053,-0.114147724,-18
USA,DMSC,Technology Hardware & Equipment,0.000053,-0.127930421,-1.34
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000052,-0.205894673,-0.01
SINGAPORE,DMSC,Real Estate,0.000051,0.501916463,-0.005
USA,DM,"Pharmaceuticals, Biotechnology & Life Sciences",0.000051,-0.136675419,2.21
USA,DMSC,Diversified Financials,0.000051,-0.247877198,1.85
UNITED KINGDOM,DMSC,Consumer Services,0.000051,-0.105947446,-37
USA,DMSC,Consumer Services,0.00005,-0.085104882,-0.61
USA,DMSC,Banks,0.00005,-0.20097639,1.23
USA,DMSC,Consumer Durables & Apparel,0.00005,-0.322430404,0.15
USA,DMSC,Health Care Equipment & Services,0.00005,0.072018389,-3.76
USA,DMSC,Health Care Equipment & Services,0.00005,0.080825868,-0.7
USA,DM,Materials,0.000049,-0.215651896,-0.91
CANADA,DM,Real Estate,0.000049,-0.177067356,-0.54
SINGAPORE,DMSC,Real Estate,0.000049,-0.333680414,0.035
USA,DM,Health Care Equipment & Services,0.000049,-0.218989961,-2.74
NORWAY,DM,Food Beverage & Tobacco,0.000049,0.162582589,1.4702
JAPAN,DMSC,Media,0.000049,-0.170181635,3
USA,DMSC,Real Estate,0.000048,0.415272487,-0.98
USA,DM,Food & Staples Retailing,0.000048,-0.103382559,-9.55
CANADA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000048,-0.704922105,-0.02
INDIA,EMSC,Banks,0.000048,0.047908436,36.2
CANADA,DMSC,Capital Goods,0.000048,-0.130752412,-1.49
USA,DMSC,Diversified Financials,0.000048,1.257169185,1.07
MALAYSIA,EM,Food Beverage & Tobacco,0.000048,-0.400556679,0.72
CANADA,DM,Energy,0.000048,-0.301062186,3.3
USA,DMSC,Banks,0.000048,0.024463212,0.15
CHINA,EMSC,Capital Goods,0.000048,-0.096672059,0.035
USA,DM,Energy,0.000048,-0.086836812,3.74
USA,DMSC,Energy,0.000047,0.177334771,2.06
USA,DMSC,Technology Hardware & Equipment,0.000047,0.444308962,-2
CANADA,DMSC,Materials,0.000047,-0.286652118,0.72
ISRAEL,DMSC,Banks,0.000047,-0.055469708,-29.4
CANADA,DMSC,Real Estate,0.000047,-0.363187499,0.3
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000047,0.154509256,-2.1
CHINA,EM,Software & Services,0.000047,0.22053491,0.73
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000047,-0.10420364,-0.5
USA,DMSC,Transportation,0.000047,0.962346902,0.85
AUSTRALIA,DM,Transportation,0.000047,0.009594818,-0.33
USA,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0.000047,-0.334328686,6.49
SINGAPORE,DMSC,Real Estate,0.000047,-0.147571442,0.04
USA,DMSC,Consumer Services,0.000046,-0.368594322,-0.3
USA,DMSC,Semiconductors & Semiconductor Equipment,0.000046,-0.186006118,0.33
NORWAY,DMSC,Energy,0.000046,-0.198762264,1.25
USA,DM,Capital Goods,0.000046,-0.166981613,-1.59
CZECH REPUBLIC,EMSC,Media,0.000046,0.36788878,13.5
USA,DM,Media,0.000045,0.060905501,-0.43
TAIWAN,EMSC,Technology Hardware & Equipment,0.000045,-0.424318256,2.25
USA,DMSC,Technology Hardware & Equipment,0.000045,-0.187922312,1.95
USA,DMSC,Capital Goods,0.000045,-0.090727221,-0.43
SWITZERLAND,DM,Food Beverage & Tobacco,0.000045,0.134327145,25
USA,DMSC,Commercial & Professional Services,0.000045,-0.132734916,-0.15
USA,DMSC,Consumer Services,0.000045,0.295316568,0.05
USA,DMSC,Capital Goods,0.000045,-0.13328476,3.9
USA,DMSC,Capital Goods,0.000045,-0.05167247,1.95
USA,DMSC,Technology Hardware & Equipment,0.000045,-0.130253971,2.53
USA,DMSC,Health Care Equipment & Services,0.000045,-0.229887739,0.82
USA,DMSC,Utilities,0.000044,-0.068019415,-1.01
USA,DM,Real Estate,0.000044,0.354095369,2.69
CANADA,DM,Utilities,0.000044,-0.363851206,0.04
CANADA,DMSC,Materials,0.000044,-0.145096758,0.48
USA,DM,Capital Goods,0.000043,-0.199347717,-5.72
USA,DMSC,Diversified Financials,0.000043,-0.193489273,-0.25
USA,DMSC,Capital Goods,0.000043,-0.32766215,1.26
CANADA,DMSC,Energy,0.000043,-0.201173183,0.65
SWEDEN,DMSC,Real Estate,0.000043,0.290102114,-0.01
JAPAN,DMSC,Real Estate,0.000043,-0.384349389,8000
SINGAPORE,DM,Real Estate,0.000043,0.314848553,-0.075
USA,DMSC,Health Care Equipment & Services,0.000042,-0.315471888,1.35
USA,DM,Retailing,0.000042,0.109461004,-33.27
USA,DMSC,Software & Services,0.000042,0.371223502,-0.4
USA,DMSC,Technology Hardware & Equipment,0.000042,-0.413832569,-1.65
USA,DM,Utilities,0.000042,0.306523513,-2.05
CANADA,DMSC,Energy,0.000042,-0.345662311,0.83
USA,DM,Media,0.000042,0.005625082,-0.78
USA,DMSC,Technology Hardware & Equipment,0.000041,-0.214265508,-0.3
USA,DMSC,Software & Services,0.000041,0.237081037,-2.75
USA,DMSC,Insurance,0.000041,1.052989384,1.22
USA,DMSC,Technology Hardware & Equipment,0.000041,-0.224847593,0.95
USA,DMSC,Technology Hardware & Equipment,0.000041,0.177223104,0.14
